"","C1","C2","INT_S1_D0_E1","P_S1_D0_E1","INT_S1_D0_E2","P_S1_D0_E2","INT_S1_D0_E3","P_S1_D0_E3","INT_S1_D0_E4","P_S1_D0_E4","INT_S1_D1_E1","P_S1_D1_E1","INT_S1_D1_E2","P_S1_D1_E2","INT_S1_D1_E3","P_S1_D1_E3","INT_S1_D1_E4","P_S1_D1_E4","INT_S2_D0_E1","P_S2_D0_E1","INT_S2_D0_E2","P_S2_D0_E2","INT_S2_D0_E3","P_S2_D0_E3","INT_S2_D0_E4","P_S2_D0_E4","INT_S2_D1_E1","P_S2_D1_E1","INT_S2_D1_E2","P_S2_D1_E2","INT_S2_D1_E3","P_S2_D1_E3","INT_S2_D1_E4","P_S2_D1_E4","INT_S3_D0_E1","P_S3_D0_E1","INT_S3_D0_E2","P_S3_D0_E2","INT_S3_D0_E3","P_S3_D0_E3","INT_S3_D0_E4","P_S3_D0_E4","INT_S3_D1_E1","P_S3_D1_E1","INT_S3_D1_E2","P_S3_D1_E2","INT_S3_D1_E3","P_S3_D1_E3","INT_S3_D1_E4","P_S3_D1_E4"
"100",-0.3,3.1,-10903.3,1,0,0,0,0,0,0,0,0,-78809.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66144.9,1,0,0
"101",-0.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104057.2,1,0,0
"102",-0.3,4.1,-92853.8,1,0,0,-28936.4,1,-1609.5,1,0,0,0,0,0,0,-70964,1,-39799,1,0,0,0,0,-56498,1,0,0,0,0,0,0,0,0,-69966.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",-0.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,-108774.9,1,0,0,-22853.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",-0.2,3,-61754,1,0,0,0,0,-5708.2,1,0,0,0,0,0,0,-52496.3,1,0,0,0,0,-2938.6,1,-417,1,0,0,0,0,0,0,0,0,-52566.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",-0.2,3.1,0,0,-584,1,0,0,0,0,0,0,0,0,0,0,0,0,-55045.7,1,-2504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5613.7,1,0,0,-34885.4,1,0,0,0,0,0,0,0,0
"106",-0.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87638.5,1,-70206.1,1,-2185.3,1,0,0
"107",-0.2,4.1,0,0,-53350.3,1,-106712.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-40727.5,1,-37783.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",-0.2,4.8,0,0,0,0,0,0,-1150.1,1,0,0,-66041.3,1,0,0,-50338.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",-0.1,-0.1,422006.8,1,401575.5,1,434966.1,1,410870.1,1,431457,1,419518,1,478750,1,430495.5,1,440295.6,1,474674.6,1,0,0,470547.8,1,470804,1,214096.1,1,215539.5,1,237947.7,1,237929.1,1,246613.2,1,277100.9,1,299781.2,1,297680.1,1,349411.6,1,309048.8,1,341868.8,1
"110",-0.1,3,0,0,0,0,-1612.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34281.9,1,0,0,0,0,0,0,0,0,0,0
"111",-0.1,3.1,0,0,-118360.7,1,0,0,0,0,-1064.3,1,0,0,0,0,-100579.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",-0.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85974.2,1,-67317.7,1,0,0,0,0,0,0,0,0,0,0,0,0
"113",-0.1,3.8,0,0,0,0,0,0,-48724.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",-0.1,4.1,-48046.3,1,-65881.9,1,0,0,-52195.8,1,0,0,0,0,0,0,0,0,-32592.6,1,0,0,-36945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",-0.1,4.8,-301094.7,1,-152289.3,1,0,0,0,0,-499828.6,1,0,0,0,0,-445.6,1,0,0,0,0,0,0,0,0,0,0,-123811.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29310482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0,3,0,0,0,0,0,0,0,0,-42978.3,1,0,0,0,0,0,0,0,0,-1597.1,1,110.9,1,0,0,0,0,0,0,0,0,-1311,1,0,0,-10444.7,1,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,3.1,0,0,0,0,0,0,-2264.5,1,0,0,-940.4,1,0,0,0,0,-35993.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1705.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1536.6,1
"119",0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83041.3,1,0,0,0,0,0,0,0,0
"120",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,4.1,-31437.7,1,-1296.6,1,0,0,-1226.6,1,0,0,0,0,0,0,0,0,-49353.7,1,-46664.2,1,0,0,-43194.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,4.8,-29798,1,0,0,-24577,1,0,0,0,0,-5888,1,-1888.2,1,-71697.9,1,0,0,-32525.4,1,0,0,0,0,0,0,0,0,-45320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37308.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35004.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36348.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0.1,0.1,484888.9,1,516332.6,1,502404,1,478292.5,1,513309.8,1,500075,1,540666,1,496319.4,1,463194.8,1,460603.6,1,380471.1,1,447186.8,1,468048.2,1,230861,1,224873.7,1,228271.5,1,336291.8,1,331582.5,1,317526,1,307066.8,1,426209.4,1,368744.5,1,375341,1,374734.8,1
"127",0.1,3,0,0,0,0,0,0,-7673.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",0.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2029,1,0,0,-2918.8,1,0,0,0,0,-14558.6,1,0,0,0,0
"129",0.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245,1,-3139.3,1,0,0,0,0,0,0,0,0,0,0
"130",0.1,3.8,0,0,0,0,0,0,-49731.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",0.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,-72461.2,1,0,0,0,0,-46106.5,1,-40200,1,-39407.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",0.1,4.8,0,0,0,0,-4520.3,1,0,0,0,0,-21349.4,1,-106045.1,1,-20441.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",0.2,0.2,57868,1,65754.7,1,73711.9,1,81002.5,1,70314.3,1,70127.5,1,76471.9,1,61973.2,1,43218.8,1,13111,1,13142.5,1,16977.2,1,59516.4,1,4997.6,1,0,0,19574.6,1,164912,1,131989.7,1,136938.9,1,136806.2,1,126171.6,1,155977.7,1,149773.8,1,158952,1
"134",0.2,3,0,0,0,0,-6362.5,1,0,0,0,0,0,0,0,0,-2837.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31507.2,1,0,0,0,0,0,0,-68988.8,1,0,0,0,0
"135",0.2,3.1,0,0,0,0,0,0,0,0,-69261.3,1,0,0,0,0,0,0,0,0,0,0,-1898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-902.5,1,0,0,0,0,-16777.5,1,-50939,1
"136",0.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65470.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-72217.5,1
"137",0.2,4.1,0,0,-1928.6,1,0,0,-49641.1,1,0,0,0,0,0,0,0,0,-35998.5,1,0,0,0,0,-336.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",0.2,4.8,0,0,0,0,0,0,0,0,-138061.9,1,-106202.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35661.3,1,-21589.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57698,1
"140",0.3,3.1,0,0,-790.3,1,0,0,0,0,0,0,-64943.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43498.9,1,0,0,0,0,-4595.2,1,0,0,0,0,-751.4,1,0,0
"141",0.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-694.5,1,0,0,-117,1,0,0,0,0,0,0,0,0,0,0
"142",0.3,4,0,0,-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",0.3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,-67640.9,1,0,0,-42667,1,-50778.1,1,-1576.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",0.3,4.8,-439544.8,1,-8536.7,1,-2355.7,1,382.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",0.4,3.1,0,0,-38460.9,1,0,0,-52835.8,1,0,0,0,0,0,0,0,0,0,0,-477.3,1,-35398,1,-8454.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2342.9,1,0,0,0,0,0,0,0,0,0,0
"146",0.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85764.5,1,0,0,-91482.3,1,0,0,-66862.8,1,-71822.4,1,-97458.7,1
"147",0.4,4,0,0,0,0,0,0,-639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",0.4,4.1,0,0,-45790.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-434.1,1,-58914.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",0.4,4.8,0,0,0,0,0,0,0,0,-30907.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15835.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,49933.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",0.5,3,0,0,-1535.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37730.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",0.5,3.1,-58696.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6151.4,1,0,0,0,0,0,0,0,0
"154",0.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70404.7,1,-92961.4,1
"155",0.5,3.8,0,0,0,0,0,0,-44772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",0.5,4.1,0,0,0,0,-58476.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57968.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95308,1,0,0,-132791.3,1,0,0
"157",0.5,4.8,-29554.9,1,0,0,-32043.9,1,0,0,0,0,-491,1,0,0,-449244.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",0.6,0.6,476.3,1,1094.2,1,663.3,1,172.2,1,0,0,0,0,0,0,0,0,2613.5,1,946,1,4278.6,1,4320.4,1,66872.8,1,35110.8,1,38825.3,1,36252.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",0.6,3,0,0,-1190.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",0.6,3.1,0,0,0,0,0,0,-15132,1,0,0,0,0,-586.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49385.6,1,0,0,0,0,0,0
"161",0.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82160.5,1,0,0,-84638.9,1,0,0,0,0,0,0,0,0,0,0
"162",0.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69511.3,1,-46640.5,1,0,0,0,0,-1427.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-63075.3,1,0,0,0,0,-78736,1,0,0,0,0
"163",0.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,-9664,1,0,0,0,0,0,0,0,0,0,0,0,0,-356506.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0.7,0.7,0,0,0,0,0,0,19069.9,1,0,0,0,0,0,0,0,0,0,0,23831.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",0.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63012.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-398.2,1,0,0,0,0,0,0
"166",0.7,3.1,-82419,1,-41760.2,1,-84359.1,1,-7944.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2248.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",0.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85222.4,1,0,0,0,0,0,0,0,0
"168",0.7,4.1,-19178.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",0.7,4.8,-74972.6,1,0,0,-3209.7,1,0,0,0,0,0,0,0,0,-45725.7,1,0,0,0,0,-773.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",0.8,0.8,0,0,0,0,0,0,0,0,46814.5,1,0,0,26341.5,1,0,0,0,0,0,0,0,0,0,0,0,0,5104.6,1,932.1,1,4463.2,1,73176.6,1,65705.1,1,0,0,60682.9,1,59791.4,1,48320.4,1,41752.6,1,32634.6,1
"171",0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1237.1,1,0,0,0,0,0,0,0,0,-32369.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",0.8,3.1,-47317.6,1,-36527.9,1,-62255.9,1,-1240.3,1,-68344.4,1,0,0,0,0,0,0,0,0,0,0,48.4,1,0,0,-54737.3,1,0,0,-38581.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",0.8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71951,1,0,0,0,0,0,0,0,0,0,0,-112441.4,1
"174",0.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",0.8,4.1,0,0,-48802.6,1,0,0,-1130.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-42594.3,1,-29897.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",0.8,4.8,-112318.8,1,0,0,-313112.3,1,-1387.2,1,-282274.7,1,-3049.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",0.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8012.8,1,13540.4,1,4614.3,1,8966.2,1,4157.5,1,5586.7,1,5455.5,1,0,0
"178",0.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25574.9,1,27704.1,1,27004.3,1,32169.6,1,0,0,0,0,0,0,0,0,161146.6,1,185763.6,1,182290.4,1,182707.7,1,154641.1,1,172349.6,1,176875.8,1,91559,1
"179",0.9,3,0,0,0,0,-2481.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",0.9,3.1,-59321,1,0,0,0,0,-95124.4,1,0,0,0,0,0,0,0,0,-76057.3,1,-76923.8,1,-19372.7,1,0,0,-62138.7,1,0,0,0,0,0,0,-110015.5,1,-32352.2,1,0,0,0,0,-6557,1,0,0,0,0,0,0
"181",0.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55568.7,1,0,0,0,0,0,0
"182",0.9,4.1,-20538.8,1,-70256.3,1,-50170.6,1,0,0,0,0,0,0,0,0,-67011.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77285.5,1,0,0,0,0,0,0,0,0,0,0
"183",0.9,4.8,-44717.4,1,-216981,1,-15342.1,1,0,0,0,0,0,0,0,0,-2049.2,1,0,0,0,0,0,0,-1331.5,1,0,0,-157499.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",1,3.1,0,0,0,0,0,0,-45863.3,1,0,0,-459.4,1,0,0,0,0,0,0,0,0,0,0,-65038.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-9588.5,1,0,0,0,0,0,0,-90459.1,1,0,0
"186",1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80487.9,1,-56163.4,1,-95625,1,0,0,-51552.9,1,0,0,0,0
"187",1,4.1,0,0,0,0,0,0,0,0,0,0,-61346.3,1,0,0,0,0,-34752.4,1,0,0,-30844.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82685,1,0,0,0,0,0,0,0,0,0,0
"188",1,4.8,-2859.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",1.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176886.1,1,0,0,0,0,0,0,0,0,0,0,183837.3,1
"190",1.1,2.3,0,0,6347,1,0,0,4721.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",1.1,2.5,0,0,0,0,0,0,7526.6,1,0,0,0,0,0,0,0,0,15030.3,1,0,0,11052.6,1,20032.2,1,0,0,0,0,0,0,0,0,8191.7,1,9954.3,1,18716.8,1,14111,1,20971.5,1,28401.7,1,13991.7,1,6775.6,1
"192",1.1,3,0,0,-553.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6482.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-71393.6,1
"193",1.1,3.1,-164.6,1,0,0,0,0,-4086.4,1,0,0,-50280.7,1,0,0,-104986.9,1,0,0,0,0,-53254.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-317.1,1,0,0
"194",1.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87910,1,0,0,0,0,0,0,0,0,0,0
"195",1.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32618.8,1,31473.6,1,29019.1,1,38110,1,0,0,0,0,0,0,0,0,17375.3,1,23229.8,1,0,0,17622.8,1,0,0,19597.7,1,20349.3,1,18903.4,1
"196",1.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820.6,1,20687.8,1,14930.3,1,13027.6,1,13102.8,1,3601.7,1,5816.6,1,5713.2,1,154749.9,1,187715.2,1,119895.6,1,130602.6,1,91161.2,1,90731.1,1,47403.3,1,94534.4,1
"197",1.1,4.1,3105.3,1,16634.2,1,10449.6,1,20881.9,1,6591.6,1,8227.8,1,13388.2,1,17979.2,1,29069.8,1,47167.7,1,37866.5,1,35903.5,1,37529.7,1,20753,1,16887.5,1,14892.9,1,152366.2,1,7188.7,1,167943.3,1,209102.4,1,15113.3,1,62040.1,1,112248.2,1,140254.5,1
"198",1.1,4.8,-34946.3,1,0,0,-19714.4,1,0,0,-276557.6,1,0,0,0,0,0,0,-15306.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",1.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30500.6,1,0,0,0,0,15860,1,0,0,0,0,25640.3,1
"200",1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203622.8,1,0,0,0,0,1894437.8,1,0,0,803536.4,1,0,0
"201",1.2,1.3,0,0,0,0,0,0,11107,1,0,0,0,0,0,0,0,0,101713.5,1,81321.9,1,0,0,66855.1,1,0,0,0,0,0,0,0,0,0,0,87247.1,1,0,0,0,0,68864.5,1,0,0,0,0,0,0
"202",1.2,2.6,68248.3,1,45120.5,1,66408.9,1,59195,1,56569.4,1,44272.9,1,11756.8,1,54662.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49675.7,1,39716.8,1,26161,1,0,0,0,0
"203",1.2,3,0,0,0,0,-1103,1,0,0,0,0,0,0,-969,1,0,0,-48600.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41065.3,1
"204",1.2,3.1,0,0,0,0,0,0,-2493.3,1,-64804.3,1,0,0,0,0,0,0,0,0,-59725.2,1,-18843.4,1,0,0,-43564.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",1.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44256.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",1.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4698.1,1,5837,1,5592.8,1,9550.7,1,56795,1,28653.5,1,21527.9,1,22961.9,1,50460.5,1,29053.1,1,42718.5,1,35141.3,1,31495.6,1,48500,1,15155,1,77951.4,1
"207",1.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23080.1,1,24288.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",1.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27107.3,1,30550.9,1,48845.4,1,57338.4,1,17343.7,1,7126.3,1,4889.1,1,6254.5,1,5416.8,1,58672.8,1,182064.3,1,134678.1,1,68541.9,1,69229.4,1,69439.7,1,66333.9,1
"209",1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17498.7,1,48135.2,1,-865,1,65634.3,1,19996.3,1,21529.9,1,0,0,25607.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
